class,XX1_1,YY1_1,XX2_1,YY2_1,SIZE_1,DIAG_1,XX1_2,YY1_2,XX2_2,YY2_2,SIZE_2,DIAG_2,XX3_1,YY1_3,XX2_3,YY2_3,SIZE_3,DIAG_3,XX1_4,YY1_4,XX2_4,YY2_4,SIZE_4,DIAG_4,XX1_5,YY1_5,XX2_5,YY2_5,SIZE_5,DIAG_5
7,0,0,0,21,21,38.079999999999998,18,0,19,8,8.0600000000000005,38.079999999999998,0,21,19,8,23.02,38.079999999999998,0,21,0,33,12,38.079999999999998,19,8,18,17,9.0600000000000005,38.079999999999998
1,0,0,0,18,18,32.890000000000001,9,0,11,12,12.17,32.890000000000001,0,18,11,12,12.529999999999999,32.890000000000001,0,18,7,31,14.76,32.890000000000001,11,12,7,31,19.420000000000002,32.890000000000001
2,20,0,2,4,18.440000000000001,29.73,2,4,0,8,4.4699999999999998,29.73,0,8,0,15,7,29.73,0,15,2,19,4.4699999999999998,29.73,2,19,20,22,18.25,29.73
6,19,0,0,9,21.02,34.409999999999997,0,9,0,18,9,34.409999999999997,0,18,19,28,21.469999999999999,34.409999999999997,19,0,18,10,10.050000000000001,34.409999999999997,20,10,14,10,6,34.409999999999997
4,0,0,0,14,14,48.920000000000002,0,14,2,37,23.09,48.920000000000002,0,14,13,13,13.039999999999999,48.920000000000002,2,37,10,37,8,48.920000000000002,0,0,32,0,32,48.920000000000002
7,0,0,0,16,16,46.869999999999997,25,0,26,8,8.0600000000000005,46.869999999999997,0,16,26,8,27.199999999999999,46.869999999999997,0,16,1,39,23.02,46.869999999999997,26,8,25,31,23.02,46.869999999999997
4,0,0,0,17,17,32.799999999999997,0,17,2,24,7.2800000000000002,32.799999999999997,0,17,17,17,17,32.799999999999997,2,24,14,26,12.17,32.799999999999997,0,0,20,0,20,32.799999999999997
3,0,0,0,24,24,32.560000000000002,0,24,10,18,11.66,32.560000000000002,10,18,22,12,13.42,32.560000000000002,22,12,10,6,13.42,32.560000000000002,10,6,0,0,11.66,32.560000000000002
9,0,0,0,35,35,50.009999999999998,0,35,1,49,14.039999999999999,50.009999999999998,1,49,10,43,10.82,50.009999999999998,10,43,10,36,7,50.009999999999998,10,36,0,29,12.210000000000001,50.009999999999998
2,16,0,8,5,9.4299999999999997,35.780000000000001,8,5,0,10,9.4299999999999997,35.780000000000001,0,10,0,21,11,35.780000000000001,0,21,8,26,9.4299999999999997,35.780000000000001,8,26,16,32,10,35.780000000000001
4,0,0,0,25,25,58.799999999999997,0,25,2,43,18.109999999999999,58.799999999999997,0,25,33,23,33.060000000000002,58.799999999999997,2,43,33,42,31.02,58.799999999999997,0,0,39,-1,39.009999999999998,58.799999999999997
4,0,0,0,12,12,39.700000000000003,0,12,0,28,16,39.700000000000003,0,12,26,14,26.079999999999998,39.700000000000003,0,28,16,29,16.030000000000001,39.700000000000003,0,0,25,-1,25.02,39.700000000000003
4,0,0,0,12,12,39.700000000000003,0,12,0,30,18,39.700000000000003,0,12,16,12,16,39.700000000000003,0,30,21,29,21.02,39.700000000000003,0,0,26,1,26.02,39.700000000000003
9,0,0,0,26,26,53.310000000000002,0,26,2,49,23.09,53.310000000000002,2,49,21,39,21.469999999999999,53.310000000000002,21,39,21,27,12,53.310000000000002,21,27,0,15,24.190000000000001,53.310000000000002
7,0,0,0,13,13,36.399999999999999,8,0,10,16,16.120000000000001,36.399999999999999,0,13,10,16,10.44,36.399999999999999,0,13,2,31,18.109999999999999,36.399999999999999,10,16,10,35,19,36.399999999999999
4,0,0,0,14,14,52.799999999999997,0,14,0,39,25,52.799999999999997,0,14,32,14,32,52.799999999999997,0,39,11,41,11.18,52.799999999999997,0,0,27,-1,27.02,52.799999999999997
4,0,0,0,10,10,31.399999999999999,0,10,2,23,13.15,31.399999999999999,0,10,8,9,8.0600000000000005,31.399999999999999,2,23,19,24,17.030000000000001,31.399999999999999,0,0,11,-1,11.050000000000001,31.399999999999999
3,0,0,1,39,39.009999999999998,43.829999999999998,1,39,17,30,18.359999999999999,43.829999999999998,17,30,20,20,10.44,43.829999999999998,20,20,17,10,10.44,43.829999999999998,17,10,0,0,19.719999999999999,43.829999999999998
3,0,0,2,27,27.07,30.890000000000001,2,27,12,21,11.66,30.890000000000001,12,21,15,14,7.6200000000000001,30.890000000000001,15,14,12,7,7.6200000000000001,30.890000000000001,12,7,0,0,13.890000000000001,30.890000000000001
2,15,0,2,4,13.6,28.300000000000001,2,4,0,8,4.4699999999999998,28.300000000000001,0,8,0,16,8,28.300000000000001,0,16,2,20,4.4699999999999998,28.300000000000001,2,20,15,24,13.6,28.300000000000001
1,0,0,0,24,24,33.240000000000002,12,0,12,8,8,33.240000000000002,0,24,12,8,20,33.240000000000002,0,24,6,31,9.2200000000000006,33.240000000000002,12,8,6,31,23.77,33.240000000000002
6,15,0,0,5,15.81,24.84,0,5,0,10,5,24.84,0,10,15,16,16.16,24.84,15,0,17,7,7.2800000000000002,24.84,19,7,12,7,7,24.84
2,35,0,13,6,22.800000000000001,50.210000000000001,13,6,0,12,14.32,50.210000000000001,0,12,0,24,12,50.210000000000001,0,24,13,30,14.32,50.210000000000001,13,30,35,36,22.800000000000001,50.210000000000001
3,0,0,2,27,27.07,36.799999999999997,2,27,12,21,11.66,36.799999999999997,12,21,25,14,14.76,36.799999999999997,25,14,12,7,14.76,36.799999999999997,12,7,0,0,13.890000000000001,36.799999999999997
7,0,0,0,24,24,50.57,18,0,19,21,21.02,50.57,0,24,19,21,19.239999999999998,50.57,0,24,2,46,22.09,50.57,19,21,21,35,14.140000000000001,50.57
6,20,0,0,9,21.93,34.060000000000002,0,9,0,18,9,34.060000000000002,0,18,20,26,21.539999999999999,34.060000000000002,20,0,20,9,9,34.060000000000002,22,9,15,9,7,34.060000000000002
1,0,0,0,11,11,26.629999999999999,15,0,15,14,14,26.629999999999999,0,11,15,14,15.300000000000001,26.629999999999999,0,11,2,22,11.18,26.629999999999999,15,14,2,22,15.26,26.629999999999999
9,0,0,0,20,20,34.710000000000001,0,20,2,34,14.140000000000001,34.710000000000001,2,34,7,30,6.4000000000000004,34.710000000000001,7,30,7,24,6,34.710000000000001,7,24,0,18,9.2200000000000006,34.710000000000001
7,0,0,0,11,11,26.93,13,0,14,9,9.0600000000000005,26.93,0,11,14,9,14.140000000000001,26.93,0,11,1,22,11.050000000000001,26.93,14,9,13,23,14.039999999999999,26.93
7,0,0,0,7,7,38.600000000000001,22,0,23,8,8.0600000000000005,38.600000000000001,0,7,23,8,23.02,38.600000000000001,0,7,0,24,17,38.600000000000001,23,8,23,31,23,38.600000000000001
7,0,0,0,19,19,31.620000000000001,7,0,8,7,7.0700000000000003,31.620000000000001,0,19,8,7,14.42,31.620000000000001,0,19,0,30,11,31.620000000000001,8,7,10,14,7.2800000000000002,31.620000000000001
7,0,0,0,9,9,31.239999999999998,22,0,24,9,9.2200000000000006,31.239999999999998,0,9,24,9,24,31.239999999999998,0,9,1,20,11.050000000000001,31.239999999999998,24,9,23,18,9.0600000000000005,31.239999999999998
2,19,0,1,6,18.969999999999999,42.490000000000002,1,6,0,12,6.0800000000000001,42.490000000000002,0,12,0,25,13,42.490000000000002,0,25,1,31,6.0800000000000001,42.490000000000002,1,31,19,38,19.309999999999999,42.490000000000002
9,0,0,0,29,29,50.920000000000002,0,29,0,48,19,50.920000000000002,0,48,17,37,20.25,50.920000000000002,17,37,17,23,14,50.920000000000002,17,23,0,9,22.02,50.920000000000002
7,0,0,0,8,8,35.509999999999998,6,0,6,13,13,35.509999999999998,0,8,6,13,7.8099999999999996,35.509999999999998,0,8,0,15,7,35.509999999999998,6,13,6,35,22,35.509999999999998
7,0,0,0,23,23,42.200000000000003,8,0,9,24,24.02,42.200000000000003,0,23,9,24,9.0600000000000005,42.200000000000003,0,23,1,29,6.0800000000000001,42.200000000000003,9,24,10,41,17.030000000000001,42.200000000000003
9,0,0,0,34,34,55.359999999999999,0,34,2,52,18.109999999999999,55.359999999999999,2,52,19,47,17.719999999999999,55.359999999999999,19,47,19,40,7,55.359999999999999,19,40,0,33,20.25,55.359999999999999
7,0,0,0,23,23,49.729999999999997,13,0,13,28,28,49.729999999999997,0,23,13,28,13.93,49.729999999999997,0,23,2,47,24.079999999999998,49.729999999999997,13,28,12,48,20.02,49.729999999999997
7,0,0,0,14,14,33.619999999999997,16,0,17,9,9.0600000000000005,33.619999999999997,0,14,17,9,17.719999999999999,33.619999999999997,0,14,0,29,15,33.619999999999997,17,9,17,21,12,33.619999999999997
7,0,0,0,16,16,38.600000000000001,9,0,11,12,12.17,38.600000000000001,0,16,11,12,11.699999999999999,38.600000000000001,0,16,1,26,10.050000000000001,38.600000000000001,11,12,9,37,25.079999999999998,38.600000000000001
7,0,0,0,17,17,40.520000000000003,9,0,11,15,15.130000000000001,40.520000000000003,0,17,11,15,11.18,40.520000000000003,0,17,1,29,12.039999999999999,40.520000000000003,11,15,11,39,24,40.520000000000003
7,0,0,0,23,23,44.920000000000002,11,0,11,26,26,44.920000000000002,0,23,11,26,11.4,44.920000000000002,0,23,2,29,6.3200000000000003,44.920000000000002,11,26,13,43,17.120000000000001,44.920000000000002
4,0,0,0,12,12,41.729999999999997,0,12,0,30,18,41.729999999999997,0,12,28,11,28.02,41.729999999999997,0,30,29,28,29.07,41.729999999999997,0,0,15,0,15,41.729999999999997
2,18,0,2,6,17.09,40.25,2,6,0,12,6.3200000000000003,40.25,0,12,0,24,12,40.25,0,24,2,30,6.3200000000000003,40.25,2,30,18,36,17.09,40.25
6,19,0,0,15,24.210000000000001,48.329999999999998,0,15,0,30,15,48.329999999999998,0,30,19,44,23.600000000000001,48.329999999999998,19,0,18,9,9.0600000000000005,48.329999999999998,20,9,14,9,6,48.329999999999998
6,42,0,0,15,44.600000000000001,60.829999999999998,0,15,0,30,15,60.829999999999998,0,30,42,44,44.270000000000003,60.829999999999998,42,0,41,7,7.0700000000000003,60.829999999999998,42,7,37,7,5,60.829999999999998
4,0,0,0,24,24,49.68,0,24,1,38,14.039999999999999,49.68,0,24,31,23,31.02,49.68,1,38,15,38,14,49.68,0,0,32,1,32.020000000000003,49.68
3,0,0,0,30,30,33.539999999999999,0,30,14,24,15.23,33.539999999999999,14,24,15,15,9.0600000000000005,33.539999999999999,15,15,14,8,7.0700000000000003,33.539999999999999,14,8,0,0,16.120000000000001,33.539999999999999
2,22,0,7,6,16.16,42.189999999999998,7,6,0,12,9.2200000000000006,42.189999999999998,0,12,0,24,12,42.189999999999998,0,24,7,30,9.2200000000000006,42.189999999999998,7,30,22,36,16.16,42.189999999999998
2,15,0,7,5,9.4299999999999997,33.539999999999999,7,5,0,10,8.5999999999999996,33.539999999999999,0,10,0,20,10,33.539999999999999,0,20,7,25,8.5999999999999996,33.539999999999999,7,25,15,30,9.4299999999999997,33.539999999999999
4,0,0,0,17,17,43.600000000000001,0,17,2,33,16.120000000000001,43.600000000000001,0,17,26,18,26.02,43.600000000000001,2,33,17,32,15.029999999999999,43.600000000000001,0,0,14,-2,14.140000000000001,43.600000000000001
4,0,0,0,9,9,37.439999999999998,0,9,0,31,22,37.439999999999998,0,9,21,9,21,37.439999999999998,0,31,14,30,14.039999999999999,37.439999999999998,0,0,17,0,17,37.439999999999998
7,0,0,0,21,21,48.469999999999999,15,0,17,12,12.17,48.469999999999999,0,21,17,12,19.239999999999998,48.469999999999999,0,21,1,45,24.02,48.469999999999999,17,12,18,32,20.02,48.469999999999999
7,0,0,0,13,13,33.240000000000002,22,0,23,9,9.0600000000000005,33.240000000000002,0,13,23,9,23.350000000000001,33.240000000000002,0,13,2,24,11.18,33.240000000000002,23,9,21,19,10.199999999999999,33.240000000000002
7,0,0,0,9,9,34.710000000000001,22,0,23,6,6.0800000000000001,34.710000000000001,0,9,23,6,23.190000000000001,34.710000000000001,0,9,1,26,17.030000000000001,34.710000000000001,23,6,22,17,11.050000000000001,34.710000000000001
9,0,0,0,35,35,53.140000000000001,0,35,0,50,15,53.140000000000001,0,50,18,43,19.309999999999999,53.140000000000001,18,43,18,36,7,53.140000000000001,18,36,0,29,19.309999999999999,53.140000000000001
7,0,0,0,20,20,42.049999999999997,15,0,16,24,24.02,42.049999999999997,0,20,16,24,16.489999999999998,42.049999999999997,0,20,0,26,6,42.049999999999997,16,24,18,38,14.140000000000001,42.049999999999997
4,0,0,0,22,22,62.289999999999999,0,22,2,46,24.079999999999998,62.289999999999999,0,22,11,23,11.050000000000001,62.289999999999999,2,46,42,44,40.049999999999997,62.289999999999999,0,0,22,0,22,62.289999999999999
4,0,0,0,9,9,29.210000000000001,0,9,0,22,13,29.210000000000001,0,9,18,7,18.109999999999999,29.210000000000001,0,22,18,23,18.030000000000001,29.210000000000001,0,0,8,0,8,29.210000000000001
4,0,0,0,16,16,39.700000000000003,0,16,1,30,14.039999999999999,39.700000000000003,0,16,15,16,15,39.700000000000003,1,30,14,28,13.15,39.700000000000003,0,0,26,2,26.079999999999998,39.700000000000003
7,0,0,0,15,15,45.219999999999999,25,0,26,16,16.030000000000001,45.219999999999999,0,15,26,16,26.02,45.219999999999999,0,15,1,33,18.030000000000001,45.219999999999999,26,16,24,37,21.100000000000001,45.219999999999999
7,0,0,0,17,17,41.979999999999997,7,0,9,22,22.09,41.979999999999997,0,17,9,22,10.300000000000001,41.979999999999997,0,17,2,41,24.079999999999998,41.979999999999997,9,22,9,35,13,41.979999999999997
4,0,0,0,22,22,53.009999999999998,0,22,1,43,21.02,53.009999999999998,0,22,6,21,6.0800000000000001,53.009999999999998,1,43,30,42,29.02,53.009999999999998,0,0,31,2,31.059999999999999,53.009999999999998
4,0,0,0,17,17,39.700000000000003,0,17,0,30,13,39.700000000000003,0,17,14,17,14,39.700000000000003,0,30,26,29,26.02,39.700000000000003,0,0,7,1,7.0700000000000003,39.700000000000003
4,0,0,0,15,15,32.649999999999999,0,15,0,24,9,32.649999999999999,0,15,21,16,21.02,32.649999999999999,0,24,10,25,10.050000000000001,32.649999999999999,0,0,21,0,21,32.649999999999999
7,0,0,0,25,25,47.130000000000003,12,0,14,6,6.3200000000000003,47.130000000000003,0,25,14,6,23.600000000000001,47.130000000000003,0,25,1,45,20.02,47.130000000000003,14,6,12,15,9.2200000000000006,47.130000000000003
9,0,0,0,32,32,44.380000000000003,0,32,2,41,9.2200000000000006,44.380000000000003,2,41,17,32,17.489999999999998,44.380000000000003,17,32,17,19,13,44.380000000000003,17,19,0,6,21.399999999999999,44.380000000000003
1,0,0,0,17,17,29.530000000000001,12,0,14,21,21.100000000000001,29.530000000000001,0,17,14,21,14.56,29.530000000000001,0,17,6,26,10.82,29.530000000000001,14,21,6,26,9.4299999999999997,29.530000000000001
6,17,0,0,13,21.399999999999999,42.490000000000002,0,13,0,26,13,42.490000000000002,0,26,17,38,20.809999999999999,42.490000000000002,17,0,18,9,9.0600000000000005,42.490000000000002,19,9,13,9,6,42.490000000000002
2,20,0,5,7,16.550000000000001,44.719999999999999,5,7,0,14,8.5999999999999996,44.719999999999999,0,14,0,27,13,44.719999999999999,0,27,5,34,8.5999999999999996,44.719999999999999,5,34,20,40,16.16,44.719999999999999
7,0,0,0,9,9,36.359999999999999,15,0,17,6,6.3200000000000003,36.359999999999999,0,9,17,6,17.260000000000002,36.359999999999999,0,9,0,31,22,36.359999999999999,17,6,19,24,18.109999999999999,36.359999999999999
1,0,0,0,14,14,21.190000000000001,6,0,7,12,12.039999999999999,21.190000000000001,0,14,7,12,7.2800000000000002,21.190000000000001,0,14,5,20,7.8099999999999996,21.190000000000001,7,12,5,20,8.25,21.190000000000001
4,0,0,0,15,15,53.759999999999998,0,15,2,36,21.100000000000001,53.759999999999998,0,15,12,17,12.17,53.759999999999998,2,36,37,38,35.060000000000002,53.759999999999998,0,0,23,-1,23.02,53.759999999999998
1,0,0,0,18,18,29.550000000000001,10,0,12,18,18.109999999999999,29.550000000000001,0,18,12,18,12,29.550000000000001,0,18,4,27,9.8499999999999996,29.550000000000001,12,18,4,27,12.039999999999999,29.550000000000001
4,0,0,0,9,9,43.600000000000001,0,9,0,33,24,43.600000000000001,0,9,9,9,9,43.600000000000001,0,33,19,35,19.100000000000001,43.600000000000001,0,0,26,2,26.079999999999998,43.600000000000001
6,21,0,0,7,22.140000000000001,32.560000000000002,0,7,0,14,7,32.560000000000002,0,14,21,22,22.469999999999999,32.560000000000002,21,0,23,7,7.2800000000000002,32.560000000000002,24,7,20,7,4,32.560000000000002
4,0,0,0,14,14,35.469999999999999,0,14,1,27,13.039999999999999,35.469999999999999,0,14,21,14,21,35.469999999999999,1,27,23,27,22,35.469999999999999,0,0,14,0,14,35.469999999999999
7,0,0,0,19,19,34.890000000000001,14,0,14,11,11,34.890000000000001,0,19,14,11,16.120000000000001,34.890000000000001,0,19,0,31,12,34.890000000000001,14,11,16,17,6.3200000000000003,34.890000000000001
7,0,0,0,18,18,29.149999999999999,12,0,13,7,7.0700000000000003,29.149999999999999,0,18,13,7,17.030000000000001,29.149999999999999,0,18,0,25,7,29.149999999999999,13,7,15,19,12.17,29.149999999999999
6,17,0,0,13,21.399999999999999,42.490000000000002,0,13,0,26,13,42.490000000000002,0,26,17,38,20.809999999999999,42.490000000000002,17,0,17,11,11,42.490000000000002,19,11,14,11,5,42.490000000000002
7,0,0,0,12,12,39.219999999999999,11,0,12,10,10.050000000000001,39.219999999999999,0,12,12,10,12.17,39.219999999999999,0,12,1,37,25.02,39.219999999999999,12,10,13,35,25.02,39.219999999999999
7,0,0,0,23,23,49.340000000000003,11,0,13,18,18.109999999999999,49.340000000000003,0,23,13,18,13.93,49.340000000000003,0,23,2,47,24.079999999999998,49.340000000000003,13,18,15,35,17.120000000000001,49.340000000000003
7,0,0,0,20,20,46.520000000000003,16,0,18,12,12.17,46.520000000000003,0,20,18,12,19.699999999999999,46.520000000000003,0,20,0,42,22,46.520000000000003,18,12,20,30,18.109999999999999,46.520000000000003
3,0,0,2,34,34.060000000000002,38.009999999999998,2,34,14,24,15.619999999999999,38.009999999999998,14,24,17,17,7.6200000000000001,38.009999999999998,17,17,14,8,9.4900000000000002,38.009999999999998,14,8,0,0,16.120000000000001,38.009999999999998
1,0,0,0,17,17,38.079999999999998,9,0,9,17,17,38.079999999999998,0,17,9,17,9,38.079999999999998,0,17,5,37,20.620000000000001,38.079999999999998,9,17,5,37,20.399999999999999,38.079999999999998
7,0,0,0,18,18,38.950000000000003,24,0,26,10,10.199999999999999,38.950000000000003,0,18,26,10,27.199999999999999,38.950000000000003,0,18,0,28,10,38.950000000000003,26,10,26,29,19,38.950000000000003
6,30,0,0,12,32.310000000000002,46.859999999999999,0,12,0,24,12,46.859999999999999,0,24,30,36,32.310000000000002,46.859999999999999,30,0,30,11,11,46.859999999999999,30,11,26,11,4,46.859999999999999
6,29,0,0,15,32.649999999999999,55,0,15,0,30,15,55,0,30,29,44,32.200000000000003,55,29,0,31,7,7.2800000000000002,55,33,7,26,7,7,55
7,0,0,0,16,16,42.200000000000003,8,0,10,18,18.109999999999999,42.200000000000003,0,16,10,18,10.199999999999999,42.200000000000003,0,16,2,22,6.3200000000000003,42.200000000000003,10,18,10,41,23,42.200000000000003
4,0,0,0,21,21,35.229999999999997,0,21,2,29,8.25,35.229999999999997,0,21,18,22,18.030000000000001,35.229999999999997,2,29,20,29,18,35.229999999999997,0,0,14,2,14.140000000000001,35.229999999999997
4,0,0,0,14,14,38.289999999999999,0,14,0,29,15,38.289999999999999,0,14,16,12,16.120000000000001,38.289999999999999,0,29,25,29,25,38.289999999999999,0,0,20,1,20.02,38.289999999999999
7,0,0,0,8,8,37.479999999999997,25,0,26,11,11.050000000000001,37.479999999999997,0,8,26,11,26.170000000000002,37.479999999999997,0,8,1,26,18.030000000000001,37.479999999999997,26,11,27,26,15.029999999999999,37.479999999999997
7,0,0,0,17,17,41.590000000000003,18,0,19,12,12.039999999999999,41.590000000000003,0,17,19,12,19.649999999999999,41.590000000000003,0,17,0,37,20,41.590000000000003,19,12,19,29,17,41.590000000000003
1,0,0,0,15,15,37.479999999999997,25,0,27,9,9.2200000000000006,37.479999999999997,0,15,27,9,27.66,37.479999999999997,0,15,23,26,25.5,37.479999999999997,27,9,23,26,17.460000000000001,37.479999999999997
2,17,0,1,6,17.09,38.009999999999998,1,6,0,12,6.0800000000000001,38.009999999999998,0,12,0,23,11,38.009999999999998,0,23,1,29,6.0800000000000001,38.009999999999998,1,29,17,34,16.760000000000002,38.009999999999998
7,0,0,0,18,18,44.939999999999998,23,0,24,19,19.030000000000001,44.939999999999998,0,18,24,19,24.02,44.939999999999998,0,18,1,38,20.02,44.939999999999998,24,19,24,28,9,44.939999999999998
9,0,0,0,32,32,60.75,0,32,1,57,25.02,60.75,1,57,21,43,24.41,60.75,21,43,21,26,17,60.75,21,26,0,9,27.02,60.75
7,0,0,0,9,9,31.32,8,0,9,9,9.0600000000000005,31.32,0,9,9,9,9,31.32,0,9,2,27,18.109999999999999,31.32,9,9,8,30,21.02,31.32
7,0,0,0,11,11,40,23,0,24,6,6.0800000000000001,40,0,11,24,6,24.52,40,0,11,1,32,21.02,40,24,6,22,22,16.120000000000001,40
4,0,0,0,10,10,22.199999999999999,0,10,2,16,6.3200000000000003,22.199999999999999,0,10,6,10,6,22.199999999999999,2,16,12,18,10.199999999999999,22.199999999999999,0,0,13,2,13.15,22.199999999999999
3,0,0,1,26,26.02,29.07,1,26,10,18,12.039999999999999,29.07,10,18,13,13,5.8300000000000001,29.07,13,13,10,6,7.6200000000000001,29.07,10,6,0,0,11.66,29.07
4,0,0,0,8,8,29.550000000000001,0,8,2,24,16.120000000000001,29.550000000000001,0,8,9,8,9,29.550000000000001,2,24,12,25,10.050000000000001,29.550000000000001,0,0,9,-2,9.2200000000000006,29.550000000000001
4,0,0,0,15,15,44.100000000000001,0,15,0,37,22,44.100000000000001,0,15,14,15,14,44.100000000000001,0,37,24,37,24,44.100000000000001,0,0,19,2,19.100000000000001,44.100000000000001
7,0,0,0,10,10,29.07,11,0,13,8,8.25,29.07,0,10,13,8,13.15,29.07,0,10,0,26,16,29.07,13,8,13,25,17,29.07
3,0,0,1,21,21.02,23.260000000000002,1,21,9,15,10,23.260000000000002,9,15,10,10,5.0999999999999996,23.260000000000002,10,10,9,5,5.0999999999999996,23.260000000000002,9,5,0,0,10.300000000000001,23.260000000000002
3,0,0,1,39,39.009999999999998,43.829999999999998,1,39,17,30,18.359999999999999,43.829999999999998,17,30,20,20,10.44,43.829999999999998,20,20,17,10,10.44,43.829999999999998,17,10,0,0,19.719999999999999,43.829999999999998
7,0,0,0,22,22,42.200000000000003,22,0,23,8,8.0600000000000005,42.200000000000003,0,22,23,8,26.93,42.200000000000003,0,22,2,34,12.17,42.200000000000003,23,8,25,33,25.079999999999998,42.200000000000003
4,0,0,0,8,8,27.800000000000001,0,8,1,20,12.039999999999999,27.800000000000001,0,8,17,8,17,27.800000000000001,1,20,8,22,7.2800000000000002,27.800000000000001,0,0,15,1,15.029999999999999,27.800000000000001
7,0,0,0,22,22,43.659999999999997,14,0,15,19,19.030000000000001,43.659999999999997,0,22,15,19,15.300000000000001,43.659999999999997,0,22,0,41,19,43.659999999999997,15,19,14,27,8.0600000000000005,43.659999999999997
3,0,0,2,20,20.100000000000001,22.359999999999999,2,20,9,15,8.5999999999999996,22.359999999999999,9,15,10,10,5.0999999999999996,22.359999999999999,10,10,9,5,5.0999999999999996,22.359999999999999,9,5,0,0,10.300000000000001,22.359999999999999
3,0,0,0,38,38,49.039999999999999,0,38,25,30,26.25,49.039999999999999,25,30,31,19,12.529999999999999,49.039999999999999,31,19,25,10,10.82,49.039999999999999,25,10,0,0,26.93,49.039999999999999
9,0,0,0,28,28,62.130000000000003,0,28,1,52,24.02,62.130000000000003,1,52,34,43,34.210000000000001,62.130000000000003,34,43,34,30,13,62.130000000000003,34,30,0,17,36.399999999999999,62.130000000000003
7,0,0,0,23,23,48.700000000000003,16,0,16,20,20,48.700000000000003,0,23,16,20,16.280000000000001,48.700000000000003,0,23,0,46,23,48.700000000000003,16,20,15,44,24.02,48.700000000000003
3,0,0,1,24,24.02,28.300000000000001,1,24,10,18,10.82,28.300000000000001,10,18,15,12,7.8099999999999996,28.300000000000001,15,12,10,6,7.8099999999999996,28.300000000000001,10,6,0,0,11.66,28.300000000000001
6,17,0,0,8,18.789999999999999,30.609999999999999,0,8,0,16,8,30.609999999999999,0,16,17,24,18.789999999999999,30.609999999999999,17,0,17,8,8,30.609999999999999,19,8,12,8,7,30.609999999999999
9,0,0,0,31,31,50,0,31,0,48,17,50,0,48,14,41,15.65,50,14,41,14,31,10,50,14,31,0,21,17.199999999999999,50
9,0,0,0,20,20,46.240000000000002,0,20,1,43,23.02,46.240000000000002,1,43,17,32,19.420000000000002,46.240000000000002,17,32,17,19,13,46.240000000000002,17,19,0,6,21.399999999999999,46.240000000000002
4,0,0,0,9,9,31.109999999999999,0,9,2,21,12.17,31.109999999999999,0,9,16,7,16.120000000000001,31.109999999999999,2,21,22,22,20.02,31.109999999999999,0,0,18,2,18.109999999999999,31.109999999999999
7,0,0,0,8,8,36.119999999999997,22,0,24,9,9.2200000000000006,36.119999999999997,0,8,24,9,24.02,36.119999999999997,0,8,2,22,14.140000000000001,36.119999999999997,24,9,24,27,18,36.119999999999997
